origins,destinations,path,free_flow_time,route_id,total_length,mean_speed,speed_std,speed_range,pct_high_speed,pct_high_capacity,pct_mid_capacity,pct_local,road_type_entropy,lane_changes_per_km,priority_changes_per_km,yield_priority_changes_per_km,traffic_lights_per_km,bearing_std,turns_per_km,left_yield_turns_per_km,mean_circuity,edges_per_km,edge_dist_from_shortest,mean_edge_dist_to_other_routes,max_edge_dist_to_other_routes,spatial_distinct_rank_for_OD
-42762428#0,-100468681#2,"-42762428#0,-697042776#1,623959719,-282689984#1,-282689984#0,-134065887,100475363,282479151#1,100475362,-659278038#3,-659278038#2,-659278038#1,-659278038#0,-100525438#2,-100525438#1,-101601553#1,-101601553#0,101600741#4,-100468681#2",1.827567009525192,d2c9142ff00dad8d3d459a46f43cf8d3f1c4c4790e4052bef52187f8ca61368d,1254.4751728162169,37.36231578947369,9.919822069711579,20.016000000000005,0.2155937459487206,0.0535206994946658,0.03917782378741012,0.9073014767179238,0.37187679995536416,0.0,1.5942922134601734,0.7971461067300867,0.7971461067300867,55.96211810002805,1.5942922134601734,0.0,1.7288126816554577,15.145776027871648,0.9722222222222222,0.8139542650841598,0.972972972972973,0.9166666666666666
-42762428#0,-100468681#2,"697042776#2,-42762428#0,-697042776#1,623959719,-282689984#1,-282689984#0,-134065887,100475363,282479151#1,100475362,-659278038#3,-659278038#2,-659278038#1,-659278038#0,-100525438#2,-100525438#1,-101601553#1,-101601553#0,101600741#4,-100468681#2",1.9196638482606867,f458710f1be714b0516ddee01eb4c6cedd639c239fd109ff7160a08a19ad19cf,1307.743268465885,36.99360000000001,9.795039466350735,20.016000000000005,0.20681200066461838,0.09207348819981696,0.03758199980943485,0.8703445119907479,0.46378734320044696,0.0,1.529352165846896,0.764676082923448,0.764676082923448,57.32362955719767,1.529352165846896,0.0,1.7196961176035843,15.293521658468961,0.9444444444444444,0.7975700477275702,0.9459459459459459,0.8333333333333334
-42762428#0,-100468681#2,"697042776#2,42762428#1,42762428#4,1197063689,1164653914,1164659927#1,1164659926,120512822,-133906979,-133906980,-282479126,-100468681#8,-100468681#7,-100468681#6,-100468681#5,-100468681#4,-100468681#3,-100468681#2",1.2364392121139312,71f5f600da9923a52e31b93bd3e50fe47ecddd5c4a4d7e0ebca1985d1d7aac08,929.1297227238813,39.99600000000001,10.298147040637373,20.016000000000005,0.4508937393748024,0.22210207341530094,0.4883954711586489,0.2895024554260503,1.043042361317613,0.0,2.152551953818358,1.076275976909179,0.0,34.19886078166306,1.076275976909179,1.076275976909179,1.221815332907627,19.372967584365224,0.0,0.5278352206623478,0.9722222222222222,0.4166666666666667
-42762428#0,-100468681#2,"697042776#2,42762428#1,42762428#4,1197063689,1164653914,1164659927#1,1164659928,1164659929,120512822,-133906979,-133906980,-282479126,-100468681#8,-100468681#7,-100468681#6,-100468681#5,-100468681#4,-100468681#3,-100468681#2",1.2477837499290574,739c2dd0cf38f90faeacec8f996b5a5060bf9967149c38956779d000b7074cd6,947.5812013038701,39.46926315789474,10.267991347668225,20.016000000000005,0.44211385205487946,0.21777726025464036,0.4788853430954841,0.30333739664987575,1.0464085885703425,0.0,2.110637059122747,1.0553185295613734,0.0,38.46465430711774,1.0553185295613734,1.0553185295613734,1.2460792208152864,20.051052061666095,0.15000000000000002,0.584790728796814,0.972972972972973,0.6666666666666666
-42762428#0,-100468681#2,"-42762428#0,-697042776#1,623959719,619185406,619184994,1164659927#1,1164659926,120512822,-133906979,-133906980,-282479126,-100468681#8,-100468681#7,100525438#0,-101601553#1,-101601553#0,101600741#4,-100468681#2",1.9722034386108656,69249aa359caaf0f251849465a31570b06f00b54cb807853175a746df314f52e,1269.4159116522205,35.54800000000001,9.225146196832938,20.016000000000005,0.17091754742977702,0.052890772938578086,0.19836637120309736,0.7487428558583245,0.6930151058251098,0.0,3.151055507720682,1.575527753860341,0.7877638769301705,57.080097587631194,2.363291630790511,0.7877638769301705,1.749402757356198,14.179749784743068,0.6666666666666667,0.5692879872735029,0.94,0.5833333333333334
-42762428#0,-100468681#2,"697042776#2,42762428#1,42762428#4,1197063689,1164653914,1164659927#1,1164659926,120512822,-133906979,-133906980,-282479126,-100468681#8,-100468681#7,100525438#0,-101601553#1,-101601553#0,101600741#4,-100468681#2",1.7231238067581245,6d59143a2d0622be9b67f5e17add92fe08c02fc9cc30885f107ffa303a60d2c6,1126.4086534007408,35.54800000000001,9.225146196832938,20.016000000000005,0.19261699884219777,0.1832031716604193,0.2235506866728027,0.593246141666778,0.9555911463896699,0.0,3.5511090827681393,1.7755545413840697,0.0,45.128962124372165,2.6633318120761045,1.7755545413840697,1.4812391964064375,15.979990872456627,0.36363636363636365,0.5947484415573232,0.9607843137254902,0.75
-42762428#0,-100468681#2,"-42762428#0,-697042776#1,623959719,619185406,619184994,1164659927#1,1164659926,120512822,-133906979,-133906980,-282479126,-100468681#8,-100468681#7,-100468681#6,-100468681#5,-100468681#4,-100468681#3,-100468681#2",1.4855188439666722,99bff3592419a657c1d3c9a3a47f87ff703bec6c7867f842348caf0d97be65f4,1072.136980975361,39.99600000000001,10.298147040637373,20.016000000000005,0.3907511656412791,0.06262295764365455,0.4232507195903387,0.5141263227660067,0.8794527884057474,0.0,1.8654332753082814,0.9327166376541407,0.9327166376541407,47.13085873161215,0.9327166376541407,0.0,1.477529447650173,16.78889947777453,0.4347826086956522,0.5237003314289764,0.9183673469387755,0.3333333333333333
-42762428#0,-100468681#2,"697042776#2,-42762428#0,-697042776#1,687927789#0,-71324342,71223791#0,71223791#1,-679068326#3,416375814,71324343#1,71324343#2,101416509,101416508#1,101416508#2,-679068326#0,-1006827381,101417074,71324343#8,71324343#9,71324343#11,659283000#7,101594822,-101594843,101594812#1,101594812#2,-101594836#1,-101594836#0,-372606529#1,-372606529#0,-101607965,101607964#1,101607969#0,101607969#1,-100468681#3,-100468681#2",3.2821959885466065,acef29639bdd65fe5cbc2e7df14f6ac1c81edde7fc223190c0db8300f2a853b4,2342.6650988717797,35.706857142857146,9.17431855825834,20.016000000000005,0.33326944081437326,0.05602786356572773,0.04550494950515923,0.8984671869291134,0.39826881641807504,0.0,1.7074570334130932,0.8537285167065466,0.8537285167065466,82.73360440410354,1.7074570334130932,0.8537285167065466,3.0806291819809983,14.940249042364567,0.94,0.9295964286229073,0.9607843137254902,1.0
-42762428#0,-100468681#2,"-42762428#0,697042776#2,42762428#1,42762428#4,1197063689,1164653914,1164659927#1,1164659926,120512822,-133906979,-133906980,-282479126,-100468681#8,-100468681#7,-100468681#6,-100468681#5,-100468681#4,-100468681#3,-100468681#2",1.3283359708174125,2c0ed0cffdeb1e5ec088b183c113b80445540373596fcc380902b725e5ac0708,982.3978183735492,39.46926315789474,10.267991347668225,20.016000000000005,0.426445139848576,0.2642816674494115,0.46191343283774217,0.2738048997128466,1.0631321051137999,0.0,2.0358351398939236,1.0179175699469618,0.0,42.67023631559942,1.0179175699469618,1.0179175699469618,1.3538584450596083,19.340433828992275,0.052631578947368474,0.5085697445194013,0.9444444444444444,0.16666666666666666
-42762428#0,-100468681#2,"697042776#2,-42762428#0,-697042776#1,623959719,619185406,619184994,1164659927#1,1164659926,120512822,-133906979,-133906980,-282479126,-100468681#8,-100468681#7,100525438#0,-101601553#1,-101601553#0,101600741#4,-100468681#2",2.0643002773463595,9e4d5ce6aef68f473c722fc6825d21d27204f389a3835568970a4dcf6494b2f1,1322.6840073018884,35.255368421052644,9.055517190031027,20.016000000000005,0.16403423122240263,0.09103344694028782,0.1903776159323062,0.718588937127406,0.7714213555548497,0.0,3.0241539006429092,1.5120769503214546,0.7560384751607273,57.71290017396156,2.268115425482182,0.7560384751607273,1.739343345916635,14.364731028053818,0.6296296296296297,0.5515260976513118,0.92,0.5
