origins,destinations,path,free_flow_time,route_id,total_length,mean_speed,speed_std,speed_range,pct_high_speed,pct_high_capacity,pct_mid_capacity,pct_local,road_type_entropy,lane_changes_per_km,priority_changes_per_km,yield_priority_changes_per_km,traffic_lights_per_km,bearing_std,turns_per_km,left_yield_turns_per_km,mean_circuity,edges_per_km,edge_dist_from_shortest,mean_edge_dist_to_other_routes,max_edge_dist_to_other_routes,spatial_distinct_rank_for_OD
156460680#1,-243836884#5,"-156460680#1,1024000539#1,1024000539#2,156460679,37052277#1,37052277#2,37052277#3,37052277#4,1237352048,1119245070,319058612#0,319058612#1,36288941#0,36288941#1,36288941#2,36936373#0,36936373#1,153730938,-153730933#1,-153730933#0,36936373#3,36936373#4,201772610,157574535,-36933126#2,-36933126#1,-36933126#0,-1239117024,-394443151#2,196288048,-394443151#0,394443143#0,394443143#1,394443143#2,1238948418#0,1238948418#1,509025806#1,509025806#2,1338884372,1338884371#4,1338884371#5,1338884371#6,1338884371#7,1338884371#8,1338884377,243836884#0,243836884#1,243836884#2,243836884#3,243836884#4,243836884#5",3.5309644610200093,cc5e4f8f7bbd80a9742ca11f7c0288fa0ce02466968e8b2f2d3b8ac123cd6aad,3519.9991952068817,64.50705882352943,16.40444438487542,50.004000000000005,0.9014598989047189,0.0,0.34359506716968014,0.6564049328303198,0.6433913160345891,0.5681819480877619,1.4204548702194046,0.5681819480877619,0.5681819480877619,70.98120927229509,1.4204548702194046,0.28409097404388095,1.700543961208404,14.488639676237927,0.1132075471698113,0.2227041502295467,0.3538461538461538,0.3333333333333333
156460680#1,-243836884#5,"-156460680#1,1024000539#1,1024000539#2,156460679,37052277#1,37052277#2,37052277#3,37052277#4,1237352048,1119245070,319058612#0,319058612#1,36288941#0,36288941#1,36288941#2,36936373#0,36936373#1,36936373#2,36936373#3,36936373#4,201772610,157574535,-36933126#2,-36933126#1,-36933126#0,-1239117024,-394443151#2,196288048,-394443151#0,394443143#0,394443143#1,394443143#2,1238948418#0,1238948418#1,509025806#1,509025806#2,1338884372,1338884371#4,1338884371#5,1338884371#6,1338884371#7,1338884371#8,1338884377,243836884#0,243836884#1,243836884#2,243836884#3,243836884#4,243836884#5",3.3450389624226333,c84f07e1e610ec6dfc3ac6ad64beab8acb40281d60bf2cb8ed0e75b9fe5710ce,3358.750178524326,65.71102040816328,16.45260262148236,50.004000000000005,0.896729123002715,0.0,0.3722041443680771,0.6277958556319228,0.6601183509072999,0.5954595887446158,0.8931893831169236,0.2977297943723079,0.5954595887446158,67.63019678047898,0.8931893831169236,0.0,1.6226430793151065,14.588759924243087,0.040000000000000036,0.17724082211525805,0.30645161290322576,0.16666666666666666
156460680#1,-243836884#5,"156460680#1,-156460680#1,1024000539#1,1024000539#2,156460679,37052277#1,37052277#2,37052277#3,37052277#4,1237352048,1119245070,319058612#0,319058612#1,36288941#0,36288941#1,36288941#2,36936373#0,36936373#1,153730938,-153730933#1,153730925#0,153730925#1,153730936#3,201772610,157574535,-36933126#2,-36933126#1,-36933126#0,-1239117024,-394443151#2,-394443151#1,-394443151#0,394443143#0,394443143#1,394443143#2,1238948418#0,1238948418#1,509025806#1,509025806#2,1338884372,1338884371#4,1338884371#5,1338884371#6,1338884371#7,1338884371#8,1338884377,243836884#0,243836884#1,243836884#2,243836884#3,243836884#4,243836884#5",3.656904734490624,7ff89ef4a4915a99c413347a1992622f79566ba093b145b0b3ccff487a647d1a,3623.446762771113,62.689846153846176,16.812838352463377,50.004000000000005,0.9010088593988292,0.0,0.3042597878600382,0.6957402121399617,0.6144305226897429,0.5519606416048058,1.3799016040120144,0.5519606416048058,0.5519606416048058,73.63723112989595,1.3799016040120144,0.2759803208024029,1.848849830054439,14.350976681724951,0.1636363636363637,0.2661576858193007,0.40625,0.8333333333333334
156460680#1,-243836884#5,"-156460680#1,1024000539#1,1024000539#2,156460679,37052277#1,37052277#2,37052277#3,37052277#4,1237352048,1119245070,319058612#0,319058612#1,36288941#0,36288941#1,36288941#2,36936373#0,36936373#1,36936373#2,153730933#0,153730925#0,153730925#1,153730936#3,201772610,157574535,-36933126#2,-36933126#1,-36933126#0,-1239117024,-394443151#2,-394443151#1,-394443151#0,394443143#0,394443143#1,394443143#2,1238948418#0,1238948418#1,509025806#1,509025806#2,1338884372,1338884371#4,1338884374,1338884375,1338884371#6,1338884371#7,1338884371#8,1338884377,243836884#0,243836884#1,243836884#2,243836884#3,243836884#4,243836884#5",3.499978458709698,d0b1d7812167fe9a66901ccfbfc1e424b47d89a14d1e0340a63fdcc31f9a71ce,3511.7540922206736,63.843230769230786,16.93351502212476,50.004000000000005,0.8978604086348444,0.0,0.3348939920589206,0.6651060079410793,0.6375904585264393,0.569515959112983,1.4237898977824577,0.569515959112983,0.569515959112983,70.96008505793166,1.4237898977824577,0.2847579795564915,1.6965606761804328,14.807414936937558,0.1636363636363637,0.26827005360437384,0.38095238095238093,0.9166666666666666
156460680#1,-243836884#5,"-156460680#1,-156460680#0,-156460671,-37055902#2,-37055902#1,-37051625#2,-37051625#1,37052277#4,1237352048,1119245070,319058612#0,319058612#1,36288941#0,36288941#1,36288941#2,36936373#0,36936373#1,36936373#2,36936373#3,36936373#4,201772610,157574535,-36933126#2,-36933126#1,-36933126#0,-1239117024,-394443151#2,-394443151#1,-394443151#0,394443143#0,394443143#1,394443143#2,1238948418#0,1238948418#1,509025806#1,509025806#2,1338884372,1338884371#4,1338884371#5,1338884371#6,1338884371#7,1338884371#8,1338884377,243836884#0,243836884#1,243836884#2,243836884#3,243836884#4,243836884#5",3.3876877425970497,7a1d96fb879690262de6204ed8204fad3b1d95ed6397fe33b8b5cf3ff4bb2d17,3401.738946835824,65.30253061224491,17.08695759332007,50.004000000000005,0.89455712694004,0.0,0.3675004919194664,0.6324995080805335,0.6576119869371969,0.5879345920592549,0.8819018880888825,0.29396729602962746,0.5879345920592549,68.04430788679721,0.8819018880888825,0.0,1.643411348367966,14.404397505451747,0.21818181818181814,0.23649051126284848,0.3846153846153846,0.5
156460680#1,-243836884#5,"156460680#1,-156460680#1,-156460680#0,-156460671,-37055902#2,-37055902#1,-37051625#2,-37051625#1,37052277#4,1237352048,1119245070,319058612#0,319058612#1,36288941#0,36288941#1,36288941#2,36936373#0,36936373#1,36936373#2,36936373#3,36936373#4,201772610,157574535,-36933126#2,-36933126#1,-36933126#0,-1239117024,-394443151#2,196288048,-394443151#0,394443143#0,394443143#1,394443143#2,1238948418#0,1238948418#1,509025806#1,509025806#2,1338884372,1338884371#4,1338884371#5,1338884371#6,1338884371#7,1338884371#8,1338884377,243836884#0,243836884#1,243836884#2,243836884#3,243836884#4,243836884#5",3.555922091772285,74d338acd8955d976785d6860d23581a67aecadf26c0802807d8210f67b43846,3560.109378484153,65.39688000000002,16.43466139626235,50.004000000000005,0.9025701067929875,0.0,0.3511523392789876,0.6488476607210123,0.6481570652736516,0.5617804925003662,0.8426707387505493,0.2808902462501831,0.5617804925003662,70.98507276777256,0.8426707387505493,0.0,1.8165321723539896,14.044512312509156,0.26315789473684215,0.2387275346298054,0.3939393939393939,0.5833333333333334
156460680#1,-243836884#5,"-156460680#1,-156460680#0,-156460671,-37055902#2,-37055902#1,-37051625#2,-37051625#1,37052277#4,1237352048,1119245070,319058612#0,319058612#1,36288941#0,36288941#1,36288941#2,36936373#0,36936373#1,36936373#2,36936373#3,36936373#4,201772610,157574535,-36933126#2,-36933126#1,-36933126#0,-1239117024,-394443151#2,196288048,-394443151#0,394443143#0,394443143#1,394443143#2,1238948418#0,1238948418#1,509025806#1,509025806#2,1338884372,1338884371#4,1338884371#5,1338884371#6,1338884371#7,1338884371#8,1338884377,243836884#0,243836884#1,243836884#2,243836884#3,243836884#4,243836884#5",3.4205129245056667,b8e661224f5cfabd53c68f05275517cc8acbebe1f0080a1604ecb985ad7a2094,3427.111619973165,65.71102040816328,16.45260262148236,50.004000000000005,0.8987890926780756,0.0,0.36477969642364955,0.6352203035763503,0.6561187777381707,0.583581809341728,0.875372714012592,0.291790904670864,0.583581809341728,68.04430788679721,0.875372714012592,0.0,1.655669119944213,14.297754328872335,0.25,0.23427742765980175,0.40909090909090906,0.4166666666666667
156460680#1,-243836884#5,"-156460680#1,1024000539#1,1024000539#2,156460679,37052277#1,37052277#2,37052277#3,37052277#4,1237352048,1119245070,319058612#0,319058612#1,36288941#0,36288941#1,36288941#2,36936373#0,36936373#1,36936373#2,36936373#3,36936373#4,201772610,157574535,-36933126#2,-36933126#1,-36933126#0,-1239117024,-394443151#2,-394443151#1,-394443151#0,394443143#0,394443143#1,394443143#2,1238948418#0,1238948418#1,509025806#1,509025806#2,1338884372,1338884371#4,1338884371#5,1338884371#6,1338884371#7,1338884371#8,1338884377,243836884#0,243836884#1,243836884#2,243836884#3,243836884#4,243836884#5",3.3122137805140164,fb19f0b1ed9730e6bccfdec50ff788fa13b33e0448b97bd16d3a0ee6056c100c,3333.377505386985,65.30253061224491,17.08695759332007,50.004000000000005,0.8923946875579907,0.0,0.3750372510534594,0.6249627489465405,0.661582263990344,0.5999920491357046,0.8999880737035568,0.2999960245678523,0.5999920491357046,67.63019678047898,0.8999880737035568,0.0,1.6103853077388592,14.699805203824761,0.0,0.17718786415288823,0.2931034482758621,0.08333333333333333
156460680#1,-243836884#5,"156460680#1,-156460680#1,1024000539#1,1024000539#2,156460679,37052277#1,37052277#2,37052277#3,37052277#4,1237352048,1119245070,319058612#0,319058612#1,36288941#0,36288941#1,36288941#2,36936373#0,36936373#1,36936373#2,36936373#3,36936373#4,201772610,157574535,-36933126#2,-36933126#1,-36933126#0,-1239117024,-394443151#2,-394443151#1,-394443151#0,394443143#0,394443143#1,394443143#2,1238948418#0,1238948418#1,509025806#1,509025806#2,1338884372,1338884371#4,1338884371#5,1338884371#6,1338884371#7,1338884371#8,1338884377,243836884#0,243836884#1,243836884#2,243836884#3,243836884#4,243836884#5",3.447622947780635,3b2e8d1eafe7038efa9b788bf74d142e3533c5321c02fbcf13c5f358060e0020,3466.3752638979727,64.99656000000002,17.04953281322945,50.004000000000005,0.8965232842242871,0.0,0.3606478356119982,0.6393521643880017,0.6537900256275748,0.5769715762831116,0.8654573644246674,0.2884857881415558,0.5769715762831116,70.56434906102326,0.8654573644246674,0.0,1.768704699461735,14.424289407077788,0.020000000000000018,0.18195345758899978,0.30508474576271183,0.25
156460680#1,-243836884#5,"156460680#1,-1119245060#2,-1119245060#1,-1119245060#0,37049908,156460679,37052277#1,37052277#2,37052277#3,37052277#4,1237352048,1119245070,319058612#0,319058612#1,36936407#0,36936407#1,36936380,-36936392#1,-36936392#0,36288941#1,36288941#2,36936373#0,36936373#1,36936373#2,36936373#3,36936373#4,201772610,157574535,-36933126#2,-36933126#1,-36933126#0,-1239117024,-394443151#2,-394443151#1,-394443151#0,394443143#0,394443143#1,394443143#2,1238948418#0,1238948418#1,509025806#1,509025806#2,1338884372,1338884371#4,1338884374,1338884375,1338884371#6,1338884371#7,1338884371#8,1338884377,243836884#0,243836884#1,243836884#2,243836884#3,243836884#4,243836884#5",3.7879829308010176,2346bf3ab94c167409f1446d098da9eb75965b2c1447b28f9c2f949f32a7f25f,3636.079819321909,65.17607142857143,20.97253043202174,90.0,0.8791234012596205,0.0,0.3817944671316796,0.6182055328683203,0.7575774148908305,0.5500429306782872,1.9251502573740054,0.8250643960174309,0.5500429306782872,78.45042325071114,1.9251502573740054,0.5500429306782872,1.8552957987649452,15.401202058992043,0.2786885245901639,0.3315826316289034,0.40909090909090906,1.0
